order_id,order_date,product_id,order_qty,sales_amount,discount_amount,profit_amount
30172,2016-03-16 10:14:00,403,1,120.8899994,9.100000381,31.79000092
27478,,403,1,120.8899994,9.100000381,7.619999886
76976,2018-01-28 15:46:00,1363,1,200.7100067,15.10999966,62.8199997
24063,2015-12-18 05:59:00,403,1,120.8899994,9.100000381,-187.3800049
51209,2017-01-17 12:26:00,403,1,120.8899994,9.100000381,31.43000031
73839,2017-12-13 20:44:00,1363,1,200.7100067,15.10999966,-140.5
74723,2017-12-26 18:26:00,1353,1,429.1799927,32.29999924,37.77000046
26821,2016-01-27 12:14:00,403,1,120.8899994,9.100000381,-193.4299927
77102,2018-01-30 11:54:00,1363,1,200.7100067,15.10999966,76.26999664
41608,2016-08-30 08:47:00,403,1,120.8899994,9.100000381,12.09000015
47009,2016-11-17 04:59:00,403,1,120.8899994,9.100000381,32.63999939
49916,2016-12-29 15:26:00,403,1,118.2900009,11.69999981,24.84000015
29746,,365,1,54.59000015,5.400000095,6.170000076
72533,2017-11-24 19:11:00,1357,1,191.8699951,18.97999954,94.01999664
48608,,502,5,225.0,25.0,22.5
45506,2016-10-26 06:25:00,502,5,220.0,30.0,15.39999962
45027,2016-10-19 06:36:00,627,5,173.9600067,25.98999977,52.18999863
46308,,627,5,169.9600067,29.98999977,84.98000336
43685,2016-09-29 16:27:00,502,5,210.0,40.0,65.73000336
41893,,502,5,207.5,42.5,70.13999939
46339,,502,5,207.5,42.5,56.02999878
46667,,502,5,207.5,42.5,12.86999989
47647,2016-11-26 12:30:00,502,5,205.0,45.0,64.16999817
48565,,502,5,205.0,45.0,100.4499969
43889,,502,5,205.0,45.0,71.75
45138,2016-10-20 21:30:00,502,5,200.0,50.0,72.59999847
44160,,627,5,149.9600067,49.99000168,67.48000336
49214,2016-12-19 09:30:00,502,5,187.5,62.5,21.19000053
41825,,906,5,124.9499969,0.0,59.97999954
44504,,885,5,118.6999969,6.25,35.61000061
44496,,886,5,118.0800018,6.869999886,39.90999985
45559,2016-10-27 00:59:00,926,5,74.34999847,5.599999905,23.27000046
44074,,924,5,67.16000366,12.78999996,30.88999939
49857,2016-12-28 18:46:00,825,5,131.1600037,28.79000092,11.40999985
41786,,977,5,119.9599991,29.98999977,53.97999954
48042,,116,5,186.7100067,38.24000168,82.15000153
44301,,191,5,474.9500122,25.0,66.48999786
41591,2016-08-30 02:49:00,365,5,299.9500122,0.0,80.98999786
44981,2016-10-18 14:29:00,627,5,165.9600067,33.99000168,54.77000046
41545,2016-08-29 10:42:00,502,5,200.0,50.0,-265.0
49910,2016-12-29 13:20:00,818,5,196.7599945,43.18999863,51.15999985
19590,2015-10-13 22:53:00,44,5,284.9500122,15.0,85.48999786
43650,2016-09-29 04:11:00,235,5,174.9499969,0.0,59.13000107
15202,,191,5,494.9500122,5.0,84.13999939
15462,2015-08-14 16:40:00,273,5,137.1499939,2.799999952,65.83000183
15155,,191,5,489.9500122,10.0,43.11999893
64451,2017-07-29 19:42:00,191,5,484.9500122,15.0,242.4799957
67028,,191,5,484.9500122,15.0,-115.4199982
62336,2017-06-28 22:43:00,191,5,484.9500122,15.0,109.1100006
11334,2015-06-15 10:27:00,282,5,155.1499939,4.800000191,52.43999863
62885,,191,5,479.9500122,20.0,9.600000381
66998,,191,5,479.9500122,20.0,230.3800049
47002,2016-11-17 02:32:00,191,5,474.9500122,25.0,41.79999924
63445,2017-07-15 03:15:00,191,5,474.9500122,25.0,47.5
67566,2017-09-13 07:01:00,191,5,474.9500122,25.0,218.4799957
18884,,235,5,166.1999969,8.75,-9.81000042
18845,,235,5,165.3300018,9.619999886,82.66000366
66854,,359,5,464.9500122,35.0,174.3600006
46955,2016-11-16 10:04:00,191,5,454.9500122,45.0,159.2299957
55002,2017-03-13 21:18:00,365,2,101.9800034,18.0,49.97000122
60445,,365,2,101.9800034,18.0,46.90999985
53586,2017-02-21 05:12:00,365,2,99.58000183,20.39999962,32.36000061
56618,,365,2,99.58000183,20.39999962,36.84999847
51865,2017-01-27 02:16:00,365,2,99.58000183,20.39999962,49.79000092
2937,,502,2,100.0,0.0,35.0
54446,,502,2,100.0,0.0,43.0
58623,,502,2,99.0,1.0,0.0
7411,2015-04-19 04:03:00,627,2,79.18000031,0.800000012,21.77000046
5348,2015-03-20 01:17:00,502,2,97.0,3.0,10.96000004
59742,2017-05-22 01:56:00,502,2,96.0,4.0,41.27999878
59498,2017-05-18 12:26:00,627,2,76.77999878,3.200000048,26.87000084
3459,2015-02-20 11:29:00,627,2,75.98000336,4.0,34.18999863
8470,,627,2,75.98000336,4.0,35.70999908
53455,2017-02-19 07:19:00,502,2,95.0,5.0,11.88000011
2014,2015-01-30 09:14:00,565,2,132.3000031,7.699999809,18.52000046
55899,2017-03-26 23:33:00,567,2,46.5,3.5,17.44000053
52582,,502,2,93.0,7.0,30.22999954
56222,2017-03-31 16:43:00,502,2,93.0,7.0,-162.75
57829,2017-04-24 03:43:00,627,2,72.77999878,7.199999809,24.60000038
56217,2017-03-31 14:58:00,627,2,71.98000336,8.0,35.99000168
5893,2015-03-28 00:13:00,627,2,71.98000336,8.0,17.12999916
5528,2015-03-22 16:21:00,502,2,90.0,10.0,41.40000153
367,,627,2,71.98000336,8.0,23.38999939
52353,,502,2,90.0,10.0,21.42000008
1784,2015-01-27 00:39:00,502,2,90.0,10.0,28.17000008
60317,2017-05-30 11:22:00,627,2,70.37999725,9.600000381,-11.47000027
6776,,502,2,88.0,12.0,29.04000092
4487,,502,2,87.0,13.0,23.48999977
9681,2015-05-22 07:20:00,502,2,85.0,15.0,19.12999916
60868,,627,2,66.37999725,13.60000038,5.96999979
53231,2017-02-16 00:50:00,572,2,65.58000183,14.39999962,7.210000038
52601,,627,2,65.58000183,14.39999962,21.63999939
4660,,627,2,65.58000183,14.39999962,-9.050000191
3539,2015-02-21 15:31:00,502,2,82.0,18.0,7.21999979
53231,2017-02-16 00:50:00,502,2,80.0,20.0,37.59999847
54488,,502,2,80.0,20.0,36.79999924
6776,,627,2,59.99000168,20.0,16.20000076
52549,,627,2,59.99000168,20.0,27.59000015
60361,2017-05-31 02:47:00,502,2,75.0,25.0,12.75
8470,,825,2,63.34000015,0.639999986,19.0
5712,2015-03-25 08:49:00,905,2,47.22999954,2.75,13.69999981
9309,2015-05-16 21:00:00,804,2,35.97999954,4.0,15.82999992
8095,2015-04-29 03:41:00,822,2,84.45999908,11.52000046,26.44000053
75892,,1360,1,262.2000122,65.55000305,-45.88999939
75891,,1360,1,245.8099976,81.94000244,103.2399979
75890,,1360,1,327.75,0.0,81.94000244
75889,,1360,1,324.4700012,3.279999971,24.34000015
75888,,1360,1,321.2000122,6.559999943,-36.29999924
75887,,1360,1,317.9200134,9.829999924,111.2699966
75886,,1360,1,314.6400146,13.10999966,114.2099991
75885,,1360,1,311.3599854,16.38999939,-71.30000305
75884,,1360,1,309.7200012,18.03000069,37.16999817
75883,,1360,1,304.8099976,22.94000053,146.3099976
75882,,1360,1,298.25,29.5,74.55999756
75881,,1360,1,294.980011,32.77999878,59.0
75880,,1360,1,288.4200134,39.33000183,83.63999939
75879,,1360,1,285.1400146,42.61000061,136.8699951
75878,,1360,1,278.5899963,49.15999985,20.88999939
75877,,1360,1,275.3099976,52.43999863,-55.06000137
75876,,1360,1,272.0299988,55.72000122,36.18000031
75875,,1360,1,268.7600098,59.0,131.6900024
75874,,1360,1,262.2000122,65.55000305,91.76999664
75873,,1360,1,245.8099976,81.94000244,-163.9600067
75872,,1360,1,327.75,0.0,144.2100067
75871,,1360,1,324.4700012,3.279999971,32.45000076
75870,,1360,1,321.2000122,6.559999943,93.15000153
75869,,1360,1,317.9200134,9.829999924,79.48000336
75868,,1360,1,314.6400146,13.10999966,100.6800003
75867,,1360,1,311.3599854,16.38999939,149.4499969
75866,,1360,1,309.7200012,18.03000069,80.52999878
75865,,1360,1,304.8099976,22.94000053,-34.75
75864,,1360,1,298.25,29.5,146.1399994
75863,,1360,1,294.980011,32.77999878,22.12000084
75862,,1360,1,288.4200134,39.33000183,-447.0499878
75861,,1360,1,285.1400146,42.61000061,106.9300003
75860,,1360,1,278.5899963,49.15999985,-459.6700134
75859,,1360,1,275.3099976,52.43999863,-61.93999863
75858,,1360,1,272.0299988,55.72000122,111.5299988
75857,,1360,1,268.7600098,59.0,131.6900024
75856,,1360,1,262.2000122,65.55000305,85.22000122
75855,,1360,1,245.8099976,81.94000244,63.90999985
75854,,1360,1,327.75,0.0,-273.019989
75853,,1360,1,324.4700012,3.279999971,-259.5799866
75852,,1360,1,321.2000122,6.559999943,20.23999977
75851,,1360,1,317.9200134,9.829999924,111.2699966
75850,,1360,1,314.6400146,13.10999966,0.0
75849,,1360,1,311.3599854,16.38999939,97.45999908
75848,,1360,1,309.7200012,18.03000069,89.8199997
75847,,1360,1,304.8099976,22.94000053,85.34999847
75846,,1360,1,298.25,29.5,125.2699966
75845,,1360,1,294.980011,32.77999878,91.44000244
75844,,1360,1,288.4200134,39.33000183,77.87000275
75843,,1360,1,285.1400146,42.61000061,82.69000244
75842,,1360,1,278.5899963,49.15999985,69.65000153
75841,,1360,1,275.3099976,52.43999863,134.8999939
75840,,1360,1,272.0299988,55.72000122,-199.3999939
75839,,1360,1,268.7600098,59.0,-215.0
75838,,1360,1,262.2000122,65.55000305,82.0699997
75837,,1360,1,245.8099976,81.94000244,76.94000244
75836,,1360,1,327.75,0.0,-540.789978
75835,,1360,1,324.4700012,3.279999971,-146.0099945
75834,,1360,1,321.2000122,6.559999943,93.15000153
75833,,1360,1,317.9200134,9.829999924,149.4199982
75832,,1360,1,314.6400146,13.10999966,31.45999908
75831,,1360,1,311.3599854,16.38999939,0.0
75830,,1360,1,309.7200012,18.03000069,151.7599945
75829,,1360,1,304.8099976,22.94000053,146.3099976
75828,,1360,1,298.25,29.5,20.87999916
75827,,1360,1,294.980011,32.77999878,95.87000275
75826,,1360,1,288.4200134,39.33000183,135.5599976
75825,,1360,1,285.1400146,42.61000061,74.13999939
75824,,1360,1,278.5899963,49.15999985,78.0
75823,,1360,1,275.3099976,52.43999863,-183.6300049
75822,,1360,1,272.0299988,55.72000122,98.75
75821,,1360,1,268.7600098,59.0,26.87999916
75820,,1360,1,262.2000122,65.55000305,91.76999664
75819,,1360,1,245.8099976,81.94000244,-180.1799927
75818,,1360,1,327.75,0.0,-251.3800049
75817,,1360,1,324.4700012,3.279999971,-237.8399963
75816,,1360,1,321.2000122,6.559999943,28.27000046
75815,,1360,1,317.9200134,9.829999924,87.43000031
75814,,1360,1,314.6400146,13.10999966,82.75
75813,,1360,1,311.3599854,16.38999939,116.7600021
75812,,1360,1,309.7200012,18.03000069,148.6699982
75811,,1360,1,304.8099976,22.94000053,-72.54000092
75810,,1360,1,298.25,29.5,146.1399994
75809,,1360,1,294.980011,32.77999878,129.7899933
75808,,1360,1,288.4200134,39.33000183,112.4800034
75807,,1360,1,285.1400146,42.61000061,76.98999786
75806,,1360,1,278.5899963,49.15999985,75.22000122
75805,,1360,1,275.3099976,52.43999863,123.8899994
75804,,1360,1,272.0299988,55.72000122,133.3000031
75803,,1360,1,268.7600098,59.0,90.83999634
