Order Id,order date (DateOrders),Product Card Id,Order Item Quantity,Sales per customer,Order Item Discount,Order Profit Per Order
54274,03-03-2017,502,5,200,50,-32.59999847
60673,06-04-2017,627,5,149.9600067,49.99000168,68.98000336
59387,5/16/2017 21:33,502,5,187.5,62.5,-11.81000042
52640,02-07-2017,502,5,187.5,62.5,52.5
10007,5/27/2015 1:32,502,5,187.5,62.5,91.87999725
55984,3/28/2017 5:20,818,5,237.5500031,2.400000095,29.69000053
52478,02-05-2017,825,5,153.5500031,6.400000095,73.69999695
58375,05-02-2017,306,5,395.9599915,53.99000168,-79.19000244
56448,04-03-2017,977,5,124.4599991,25.48999977,34.84999847
8221,4/30/2015 23:49,44,5,284.9500122,15,74.08999634
58034,4/27/2017 3:32,191,5,499.9500122,0,149.9900055
2203,02-02-2015,191,5,494.9500122,5,-18.80999947
53069,2/13/2017 16:05,191,5,484.9500122,15,140.6399994
60146,5/27/2017 23:28,191,5,479.9500122,20,36
55409,3/19/2017 19:53,191,5,479.9500122,20,179.9799957
8678,05-07-2015,191,5,474.9500122,25,-783.6699829
7980,4/27/2015 11:23,191,5,474.9500122,25,199.4799957
57185,4/14/2017 18:06,191,5,449.9599915,50,-269.9700012
8636,05-07-2015,191,5,449.9599915,50,-22.5
61192,06-12-2017,251,5,337.4599915,112.4899979,59.06000137
55876,3/26/2017 15:30,365,5,299.9500122,0,140.9799957
53331,2/17/2017 11:52,365,5,296.9500122,3,81.66000366
51725,1/25/2017 1:13,365,5,296.9500122,3,18.40999985
52562,02-06-2017,365,5,293.9500122,6,33.22000122
59754,5/22/2017 6:08,365,5,290.9500122,9,25.30999947
53574,2/21/2017 1:00,365,5,287.9500122,12,-239.8600006
399,01-06-2015,365,5,283.4500122,16.5,-155.8999939
51050,1/15/2017 4:44,191,1,86.98999786,13,40.02000046
45680,10/28/2016 19:23,403,1,127.3899994,2.599999905,44.59000015
42992,9/19/2016 13:39,403,1,118.2900009,11.69999981,57.95999908
41304,8/25/2016 22:16,403,1,116.9899979,13,30.42000008
45680,10/28/2016 19:23,365,1,49.18999863,10.80000019,24.60000038
44253,10-07-2016,403,1,103.9899979,26,48.88000107
46098,11-03-2016,957,1,296.980011,3,0
41304,8/25/2016 22:16,957,1,293.980011,6,95.54000092
71077,11-03-2017,1352,1,252.8800049,0,-50.58000183
69703,10/14/2017 11:42,1349,1,447.519989,4.519999981,120.8300018
71112,11-04-2017,1352,1,250.3500061,2.529999971,25.04000092
69810,10/16/2017 1:12,1349,1,443,9.039999962,212.6399994
71092,11-03-2017,1352,1,245.2899933,7.590000153,68.68000031
69610,10/13/2017 3:08,1349,1,433.9599915,18.07999992,135.8300018
71000,11-02-2017,1352,1,240.2400055,12.64000034,78.08000183
70734,10/29/2017 12:55,1351,1,1417.5,82.5,595.3499756
69626,10/13/2017 8:44,1349,1,427.1799927,24.86000061,21.36000061
69482,10-11-2017,1349,1,427.1799927,24.86000061,213.5899963
70769,10/30/2017 1:10,1351,1,1395,105,55.79999924
69643,10/13/2017 14:41,1349,1,420.3999939,31.63999939,126.1200027
71051,11-03-2017,1352,1,230.1199951,22.76000023,6.900000095
69408,10-10-2017,1349,1,411.3599854,40.68000031,-277.6700134
71123,11-04-2017,1352,1,230.1199951,22.76000023,105.8600006
70534,10/26/2017 14:51,1351,1,1365,135,86
69641,10/13/2017 13:59,1349,1,406.8399963,45.20000076,195.2799988
70960,11-01-2017,1352,1,227.5899963,25.29000092,22.76000023
69908,10/17/2017 11:32,1349,1,384.230011,67.80999756,180.5899963
70957,11-01-2017,1352,1,214.9499969,37.93000031,101.0299988
69637,10/13/2017 12:35,1349,1,379.7099915,72.33000183,118.8499985
70955,11-01-2017,1352,1,209.8899994,42.99000168,60.86999893
70919,11-01-2017,1352,1,209.8899994,42.99000168,73.45999908
71009,11-02-2017,1352,1,209.8899994,42.99000168,39.88000107
69653,10/13/2017 18:11,1349,1,370.6700134,81.37000275,177.9199982
69527,10-11-2017,1349,1,370.6700134,81.37000275,129.7400055
71080,11-03-2017,1352,1,207.3600006,45.52000046,62.20999908
70544,10/26/2017 18:21,1351,1,1200,300,90
69471,10-11-2017,1349,1,339.0299988,113.0100021,118.6600037
68879,10-02-2017,60,1,989.9899902,10,415.7999878
67214,09-08-2017,24,1,78.38999939,1.600000024,8.619999886
17810,9/17/2015 23:17,44,1,52.18999863,7.800000191,16.34000015
18793,10-02-2015,278,1,43.18999863,1.799999952,12.52999973
65109,08-08-2017,191,1,95.98999786,4,25.92000008
15673,8/17/2015 18:35,191,1,94.98999786,5,-13.57999992
18183,9/23/2015 9:57,278,1,41.84000015,3.150000095,10.03999996
20234,10/23/2015 8:31,191,1,89.98999786,10,10.80000019
13139,07-11-2015,191,1,87.98999786,12,16.71999931
33824,05-08-2016,278,3,128.2200012,6.75,28.85000038
31364,04-02-2016,191,3,278.9700012,21,133.9100037
40495,8/14/2016 2:51,191,3,272.9700012,27,79.16000366
31364,04-02-2016,191,3,272.9700012,27,19.11000061
34506,5/18/2016 16:38,365,3,170.9700012,9,10.77000046
33607,05-05-2016,365,3,167.3699951,12.60000038,-284.5299988
32617,4/21/2016 2:50,365,3,158.3699951,21.60000038,69.68000031
37496,07-01-2016,627,3,118.7699966,1.200000048,7.480000019
32617,4/21/2016 2:50,567,3,73.5,1.5,11.02999973
49075,12/17/2016 8:48,502,3,132,18,-24.8199997
33824,05-08-2016,502,3,132,18,33
49075,12/17/2016 8:48,502,3,130.5,19.5,36.54000092
41623,8/30/2016 14:02,627,3,99.58000183,20.38999939,-76.37000275
39271,7/27/2016 6:01,627,3,99.58000183,20.38999939,8.760000229
38598,7/17/2016 10:14,893,3,74.22000122,0.75,36.36999893
37845,07-06-2016,924,3,40.29000092,7.679999828,18.12999916
42331,09-09-2016,365,4,227.9600067,12,-12.98999977
41345,8/26/2016 12:38,365,4,203.9700012,35.99000168,74.04000092
51168,1/16/2017 22:04,502,4,200,0,90
51168,1/16/2017 22:04,627,4,156.7599945,3.200000048,-2.190000057
43599,9/28/2016 10:19,502,4,189,11,85.05000305
41901,09-03-2016,905,4,79.97000122,19.98999977,3.039999962
42751,9/16/2016 1:13,191,4,363.9599915,36,-266.7900085
45088,10/20/2016 3:59,365,4,239.9600067,0,64.79000092
50489,01-07-2017,365,4,230.3600006,9.600000381,83.62000275
44409,10-10-2016,365,4,227.9600067,12,74.08999634
42101,09-06-2016,365,4,226.7599945,13.19999981,92.97000122
50424,01-06-2017,365,4,208.7700043,31.19000053,70.55999756
49825,12/28/2016 7:33,502,4,200,0,96
41294,8/25/2016 18:46,502,4,198,2,-145.1300049
42023,09-05-2016,627,4,155.1600037,4.800000191,45
47774,11/28/2016 9:00,627,4,151.1600037,8.800000191,51.09000015
41827,09-02-2016,564,4,111.5999985,8.399999619,31.25
47193,11/19/2016 21:27,502,4,170,30,-459
42626,9/14/2016 5:26,502,4,160,40,-248
46199,11-05-2016,502,4,150,50,13.19999981
48468,12-08-2016,885,4,94.45999908,5.5,46.29000092
51009,1/14/2017 14:22,191,4,395.9599915,4,182.1399994
46229,11-05-2016,191,4,391.9599915,8,-261.4400024
42882,9/17/2016 23:07,191,4,379.9599915,20,178.5800018
46827,11/14/2016 13:14,191,4,363.9599915,36,167.4199982
48684,12-11-2016,191,4,359.9599915,40,-76.66999817
48684,12-11-2016,191,4,351.9599915,48,165.4199982
46416,11-08-2016,191,4,351.9599915,48,-82.01000214
47343,11/22/2016 2:00,191,4,339.9700012,59.99000168,91.79000092
41686,8/31/2016 12:06,403,1,124.7900009,5.199999809,40.56000137
41896,09-03-2016,403,1,124.7900009,5.199999809,41.18000031
28168,2/16/2016 4:09,365,1,56.99000168,3,27.36000061
24992,12/31/2015 19:27,403,1,123.4899979,6.5,26.05999947
30851,3/26/2016 8:07,403,1,123.4899979,6.5,32.47999954
25074,01-02-2016,403,1,123.4899979,6.5,35.81000137
76870,1/27/2018 2:38,1363,1,205.0299988,10.78999996,102.5100021
25163,01-03-2016,403,1,123.4899979,6.5,15.43999958
28036,2/14/2016 5:54,403,1,123.4899979,6.5,4.570000172
22679,11/28/2015 1:06,403,1,123.4899979,6.5,61.75
23610,12-11-2015,403,1,123.4899979,6.5,38.65000153
42828,9/17/2016 4:12,365,1,56.99000168,3,14.25
41896,09-03-2016,403,1,123.4899979,6.5,-6.170000076
48713,12-12-2016,403,1,123.4899979,6.5,20.12999916
45668,10/28/2016 15:11,403,1,123.4899979,6.5,54.34000015
74796,12/27/2017 20:01,1353,1,436.1000061,25.37999916,43.61000061
27918,02-12-2016,403,1,122.8399963,7.150000095,42.99000168
30097,3/15/2016 7:58,365,1,56.68999863,3.299999952,19.84000015
30966,3/28/2016 0:25,403,1,122.8399963,7.150000095,54.04999924
30063,3/14/2016 20:03,403,1,122.8399963,7.150000095,-184.2599945
22019,11/18/2015 9:53,403,1,122.8399963,7.150000095,39.91999817
24230,12/20/2015 16:29,403,1,122.8399963,7.150000095,41.52000046
48713,12-12-2016,403,1,122.8399963,7.150000095,9.210000038
42353,09-10-2016,403,1,122.8399963,7.150000095,12.27999973
45668,10/28/2016 15:11,403,1,122.8399963,7.150000095,36.84999847
42134,09-07-2016,403,1,120.8899994,9.100000381,60.45000076
21522,11-11-2015,403,1,120.8899994,9.100000381,-29.37999916
23767,12/13/2015 22:17,403,1,120.8899994,9.100000381,15.10999966
25433,01-07-2016,403,1,120.8899994,9.100000381,-105.7799988
73893,12/14/2017 15:39,1363,1,200.7100067,15.10999966,72.86000061
30085,3/15/2016 3:45,365,1,55.79000092,4.199999809,26.78000069
30172,3/16/2016 10:14,403,1,120.8899994,9.100000381,31.79000092
27478,02-06-2016,403,1,120.8899994,9.100000381,7.619999886
76976,1/28/2018 15:46,1363,1,200.7100067,15.10999966,62.8199997
24063,12/18/2015 5:59,403,1,120.8899994,9.100000381,-187.3800049
51209,1/17/2017 12:26,403,1,120.8899994,9.100000381,31.43000031
73839,12/13/2017 20:44,1363,1,200.7100067,15.10999966,-140.5
74723,12/26/2017 18:26,1353,1,429.1799927,32.29999924,37.77000046
26821,1/27/2016 12:14,403,1,120.8899994,9.100000381,-193.4299927
77102,1/30/2018 11:54,1363,1,200.7100067,15.10999966,76.26999664
41608,8/30/2016 8:47,403,1,120.8899994,9.100000381,12.09000015
47009,11/17/2016 4:59,403,1,120.8899994,9.100000381,32.63999939
49916,12/29/2016 15:26,403,1,118.2900009,11.69999981,24.84000015
29746,03-10-2016,365,1,54.59000015,5.400000095,6.170000076
72533,11/24/2017 19:11,1357,1,191.8699951,18.97999954,94.01999664
48608,12-10-2016,502,5,225,25,22.5
45506,10/26/2016 6:25,502,5,220,30,15.39999962
45027,10/19/2016 6:36,627,5,173.9600067,25.98999977,52.18999863
46308,11-06-2016,627,5,169.9600067,29.98999977,84.98000336
43685,9/29/2016 16:27,502,5,210,40,65.73000336
41893,09-03-2016,502,5,207.5,42.5,70.13999939
46339,11-07-2016,502,5,207.5,42.5,56.02999878
46667,11-12-2016,502,5,207.5,42.5,12.86999989
47647,11/26/2016 12:30,502,5,205,45,64.16999817
48565,12-09-2016,502,5,205,45,100.4499969
43889,10-02-2016,502,5,205,45,71.75
45138,10/20/2016 21:30,502,5,200,50,72.59999847
44160,10-06-2016,627,5,149.9600067,49.99000168,67.48000336
49214,12/19/2016 9:30,502,5,187.5,62.5,21.19000053
41825,09-02-2016,906,5,124.9499969,0,59.97999954
44504,10-11-2016,885,5,118.6999969,6.25,35.61000061
44496,10-11-2016,886,5,118.0800018,6.869999886,39.90999985
45559,10/27/2016 0:59,926,5,74.34999847,5.599999905,23.27000046
44074,10-05-2016,924,5,67.16000366,12.78999996,30.88999939
49857,12/28/2016 18:46,825,5,131.1600037,28.79000092,11.40999985
41786,09-01-2016,977,5,119.9599991,29.98999977,53.97999954
48042,12-02-2016,116,5,186.7100067,38.24000168,82.15000153
44301,10-08-2016,191,5,474.9500122,25,66.48999786
41591,8/30/2016 2:49,365,5,299.9500122,0,80.98999786
44981,10/18/2016 14:29,627,5,165.9600067,33.99000168,54.77000046
41545,8/29/2016 10:42,502,5,200,50,-265
49910,12/29/2016 13:20,818,5,196.7599945,43.18999863,51.15999985
19590,10/13/2015 22:53,44,5,284.9500122,15,85.48999786
43650,9/29/2016 4:11,235,5,174.9499969,0,59.13000107
15202,08-10-2015,191,5,494.9500122,5,84.13999939
15462,8/14/2015 16:40,273,5,137.1499939,2.799999952,65.83000183
15155,08-10-2015,191,5,489.9500122,10,43.11999893
64451,7/29/2017 19:42,191,5,484.9500122,15,242.4799957
67028,09-05-2017,191,5,484.9500122,15,-115.4199982
62336,6/28/2017 22:43,191,5,484.9500122,15,109.1100006
11334,6/15/2015 10:27,282,5,155.1499939,4.800000191,52.43999863
62885,07-06-2017,191,5,479.9500122,20,9.600000381
66998,09-05-2017,191,5,479.9500122,20,230.3800049
47002,11/17/2016 2:32,191,5,474.9500122,25,41.79999924
63445,7/15/2017 3:15,191,5,474.9500122,25,47.5
67566,9/13/2017 7:01,191,5,474.9500122,25,218.4799957
18884,10-03-2015,235,5,166.1999969,8.75,-9.81000042
18845,10-03-2015,235,5,165.3300018,9.619999886,82.66000366
66854,09-02-2017,359,5,464.9500122,35,174.3600006
46955,11/16/2016 10:04,191,5,454.9500122,45,159.2299957
55002,3/13/2017 21:18,365,2,101.9800034,18,49.97000122
60445,06-01-2017,365,2,101.9800034,18,46.90999985
53586,2/21/2017 5:12,365,2,99.58000183,20.39999962,32.36000061
56618,04-06-2017,365,2,99.58000183,20.39999962,36.84999847
51865,1/27/2017 2:16,365,2,99.58000183,20.39999962,49.79000092
2937,02-12-2015,502,2,100,0,35
54446,03-05-2017,502,2,100,0,43
58623,05-05-2017,502,2,99,1,0
7411,4/19/2015 4:03,627,2,79.18000031,0.800000012,21.77000046
5348,3/20/2015 1:17,502,2,97,3,10.96000004
59742,5/22/2017 1:56,502,2,96,4,41.27999878
59498,5/18/2017 12:26,627,2,76.77999878,3.200000048,26.87000084
3459,2/20/2015 11:29,627,2,75.98000336,4,34.18999863
8470,05-04-2015,627,2,75.98000336,4,35.70999908
53455,2/19/2017 7:19,502,2,95,5,11.88000011
2014,1/30/2015 9:14,565,2,132.3000031,7.699999809,18.52000046
55899,3/26/2017 23:33,567,2,46.5,3.5,17.44000053
52582,02-06-2017,502,2,93,7,30.22999954
56222,3/31/2017 16:43,502,2,93,7,-162.75
57829,4/24/2017 3:43,627,2,72.77999878,7.199999809,24.60000038
56217,3/31/2017 14:58,627,2,71.98000336,8,35.99000168
5893,3/28/2015 0:13,627,2,71.98000336,8,17.12999916
5528,3/22/2015 16:21,502,2,90,10,41.40000153
367,01-06-2015,627,2,71.98000336,8,23.38999939
52353,02-03-2017,502,2,90,10,21.42000008
1784,1/27/2015 0:39,502,2,90,10,28.17000008
60317,5/30/2017 11:22,627,2,70.37999725,9.600000381,-11.47000027
6776,04-09-2015,502,2,88,12,29.04000092
4487,03-07-2015,502,2,87,13,23.48999977
9681,5/22/2015 7:20,502,2,85,15,19.12999916
60868,06-07-2017,627,2,66.37999725,13.60000038,5.96999979
53231,2/16/2017 0:50,572,2,65.58000183,14.39999962,7.210000038
52601,02-06-2017,627,2,65.58000183,14.39999962,21.63999939
4660,03-10-2015,627,2,65.58000183,14.39999962,-9.050000191
3539,2/21/2015 15:31,502,2,82,18,7.21999979
53231,2/16/2017 0:50,502,2,80,20,37.59999847
54488,03-06-2017,502,2,80,20,36.79999924
6776,04-09-2015,627,2,59.99000168,20,16.20000076
52549,02-06-2017,627,2,59.99000168,20,27.59000015
60361,5/31/2017 2:47,502,2,75,25,12.75
8470,05-04-2015,825,2,63.34000015,0.639999986,19
5712,3/25/2015 8:49,905,2,47.22999954,2.75,13.69999981
9309,5/16/2015 21:00,804,2,35.97999954,4,15.82999992
8095,4/29/2015 3:41,822,2,84.45999908,11.52000046,26.44000053
75892,01-12-2018,1360,1,262.2000122,65.55000305,-45.88999939
75891,01-12-2018,1360,1,245.8099976,81.94000244,103.2399979
75890,01-12-2018,1360,1,327.75,0,81.94000244
75889,01-12-2018,1360,1,324.4700012,3.279999971,24.34000015
75888,01-12-2018,1360,1,321.2000122,6.559999943,-36.29999924
75887,01-12-2018,1360,1,317.9200134,9.829999924,111.2699966
75886,01-12-2018,1360,1,314.6400146,13.10999966,114.2099991
75885,01-12-2018,1360,1,311.3599854,16.38999939,-71.30000305
75884,01-12-2018,1360,1,309.7200012,18.03000069,37.16999817
75883,01-12-2018,1360,1,304.8099976,22.94000053,146.3099976
75882,01-12-2018,1360,1,298.25,29.5,74.55999756
75881,01-12-2018,1360,1,294.980011,32.77999878,59
75880,01-12-2018,1360,1,288.4200134,39.33000183,83.63999939
75879,01-12-2018,1360,1,285.1400146,42.61000061,136.8699951
75878,01-12-2018,1360,1,278.5899963,49.15999985,20.88999939
75877,01-12-2018,1360,1,275.3099976,52.43999863,-55.06000137
75876,01-12-2018,1360,1,272.0299988,55.72000122,36.18000031
75875,01-12-2018,1360,1,268.7600098,59,131.6900024
75874,01-12-2018,1360,1,262.2000122,65.55000305,91.76999664
75873,01-12-2018,1360,1,245.8099976,81.94000244,-163.9600067
75872,01-12-2018,1360,1,327.75,0,144.2100067
75871,01-12-2018,1360,1,324.4700012,3.279999971,32.45000076
75870,01-12-2018,1360,1,321.2000122,6.559999943,93.15000153
75869,01-12-2018,1360,1,317.9200134,9.829999924,79.48000336
75868,01-12-2018,1360,1,314.6400146,13.10999966,100.6800003
75867,01-12-2018,1360,1,311.3599854,16.38999939,149.4499969
75866,01-12-2018,1360,1,309.7200012,18.03000069,80.52999878
75865,01-12-2018,1360,1,304.8099976,22.94000053,-34.75
75864,01-12-2018,1360,1,298.25,29.5,146.1399994
75863,01-12-2018,1360,1,294.980011,32.77999878,22.12000084
75862,01-12-2018,1360,1,288.4200134,39.33000183,-447.0499878
75861,01-12-2018,1360,1,285.1400146,42.61000061,106.9300003
75860,01-12-2018,1360,1,278.5899963,49.15999985,-459.6700134
75859,01-12-2018,1360,1,275.3099976,52.43999863,-61.93999863
75858,01-12-2018,1360,1,272.0299988,55.72000122,111.5299988
75857,01-12-2018,1360,1,268.7600098,59,131.6900024
75856,01-12-2018,1360,1,262.2000122,65.55000305,85.22000122
75855,01-12-2018,1360,1,245.8099976,81.94000244,63.90999985
75854,01-12-2018,1360,1,327.75,0,-273.019989
75853,01-12-2018,1360,1,324.4700012,3.279999971,-259.5799866
75852,01-12-2018,1360,1,321.2000122,6.559999943,20.23999977
75851,01-12-2018,1360,1,317.9200134,9.829999924,111.2699966
75850,01-12-2018,1360,1,314.6400146,13.10999966,0
75849,01-12-2018,1360,1,311.3599854,16.38999939,97.45999908
75848,01-12-2018,1360,1,309.7200012,18.03000069,89.8199997
75847,01-12-2018,1360,1,304.8099976,22.94000053,85.34999847
75846,01-12-2018,1360,1,298.25,29.5,125.2699966
75845,01-12-2018,1360,1,294.980011,32.77999878,91.44000244
75844,01-12-2018,1360,1,288.4200134,39.33000183,77.87000275
75843,01-12-2018,1360,1,285.1400146,42.61000061,82.69000244
75842,01-12-2018,1360,1,278.5899963,49.15999985,69.65000153
75841,01-12-2018,1360,1,275.3099976,52.43999863,134.8999939
75840,01-12-2018,1360,1,272.0299988,55.72000122,-199.3999939
75839,01-12-2018,1360,1,268.7600098,59,-215
75838,01-12-2018,1360,1,262.2000122,65.55000305,82.0699997
75837,01-12-2018,1360,1,245.8099976,81.94000244,76.94000244
75836,01-12-2018,1360,1,327.75,0,-540.789978
75835,01-12-2018,1360,1,324.4700012,3.279999971,-146.0099945
75834,01-11-2018,1360,1,321.2000122,6.559999943,93.15000153
75833,01-11-2018,1360,1,317.9200134,9.829999924,149.4199982
75832,01-11-2018,1360,1,314.6400146,13.10999966,31.45999908
75831,01-11-2018,1360,1,311.3599854,16.38999939,0
75830,01-11-2018,1360,1,309.7200012,18.03000069,151.7599945
75829,01-11-2018,1360,1,304.8099976,22.94000053,146.3099976
75828,01-11-2018,1360,1,298.25,29.5,20.87999916
75827,01-11-2018,1360,1,294.980011,32.77999878,95.87000275
75826,01-11-2018,1360,1,288.4200134,39.33000183,135.5599976
75825,01-11-2018,1360,1,285.1400146,42.61000061,74.13999939
75824,01-11-2018,1360,1,278.5899963,49.15999985,78
75823,01-11-2018,1360,1,275.3099976,52.43999863,-183.6300049
75822,01-11-2018,1360,1,272.0299988,55.72000122,98.75
75821,01-11-2018,1360,1,268.7600098,59,26.87999916
75820,01-11-2018,1360,1,262.2000122,65.55000305,91.76999664
