order date (DateOrders),Product Card Id,Sales per customer
10-11-2017,1349,339.0299988
10-02-2017,60,989.9899902
09-08-2017,24,78.38999939
9/17/2015 23:17,44,52.18999863
10-02-2015,278,43.18999863
08-08-2017,191,95.98999786
8/17/2015 18:35,191,94.98999786
9/23/2015 9:57,278,41.84000015
10/23/2015 8:31,191,89.98999786
07-11-2015,191,87.98999786
05-08-2016,278,128.2200012
04-02-2016,191,278.9700012
8/14/2016 2:51,191,272.9700012
04-02-2016,191,272.9700012
5/18/2016 16:38,365,170.9700012
05-05-2016,365,167.3699951
4/21/2016 2:50,365,158.3699951
07-01-2016,627,118.7699966
4/21/2016 2:50,567,73.5
12/17/2016 8:48,502,132
05-08-2016,502,132
12/17/2016 8:48,502,130.5
8/30/2016 14:02,627,99.58000183
7/27/2016 6:01,627,99.58000183
7/17/2016 10:14,893,74.22000122
07-06-2016,924,40.29000092
09-09-2016,365,227.9600067
8/26/2016 12:38,365,203.9700012
1/16/2017 22:04,502,200
1/16/2017 22:04,627,156.7599945
9/28/2016 10:19,502,189
09-03-2016,905,79.97000122
9/16/2016 1:13,191,363.9599915
10/20/2016 3:59,365,239.9600067
01-07-2017,365,230.3600006
10-10-2016,365,227.9600067
09-06-2016,365,226.7599945
01-06-2017,365,208.7700043
12/28/2016 7:33,502,200
8/25/2016 18:46,502,198
09-05-2016,627,155.1600037
11/28/2016 9:00,627,151.1600037
09-02-2016,564,111.5999985
11/19/2016 21:27,502,170
9/14/2016 5:26,502,160
11-05-2016,502,150
12-08-2016,885,94.45999908
1/14/2017 14:22,191,395.9599915
11-05-2016,191,391.9599915
9/17/2016 23:07,191,379.9599915
11/14/2016 13:14,191,363.9599915
12-11-2016,191,359.9599915
12-11-2016,191,351.9599915
11-08-2016,191,351.9599915
11/22/2016 2:00,191,339.9700012
8/31/2016 12:06,403,124.7900009
09-03-2016,403,124.7900009
2/16/2016 4:09,365,56.99000168
12/31/2015 19:27,403,123.4899979
3/26/2016 8:07,403,123.4899979
01-02-2016,403,123.4899979
1/27/2018 2:38,1363,205.0299988
01-03-2016,403,123.4899979
2/14/2016 5:54,403,123.4899979
11/28/2015 1:06,403,123.4899979
12-11-2015,403,123.4899979
9/17/2016 4:12,365,56.99000168
09-03-2016,403,123.4899979
12-12-2016,403,123.4899979
10/28/2016 15:11,403,123.4899979
12/27/2017 20:01,1353,436.1000061
02-12-2016,403,122.8399963
3/15/2016 7:58,365,56.68999863
3/28/2016 0:25,403,122.8399963
3/14/2016 20:03,403,122.8399963
11/18/2015 9:53,403,122.8399963
12/20/2015 16:29,403,122.8399963
12-12-2016,403,122.8399963
09-10-2016,403,122.8399963
10/28/2016 15:11,403,122.8399963
09-07-2016,403,120.8899994
11-11-2015,403,120.8899994
12/13/2015 22:17,403,120.8899994
01-07-2016,403,120.8899994
12/14/2017 15:39,1363,200.7100067
3/15/2016 3:45,365,55.79000092
3/16/2016 10:14,403,120.8899994
02-06-2016,403,120.8899994
1/28/2018 15:46,1363,200.7100067
12/18/2015 5:59,403,120.8899994
1/17/2017 12:26,403,120.8899994
12/13/2017 20:44,1363,200.7100067
12/26/2017 18:26,1353,429.1799927
1/27/2016 12:14,403,120.8899994
1/30/2018 11:54,1363,200.7100067
8/30/2016 8:47,403,120.8899994
11/17/2016 4:59,403,120.8899994
12/29/2016 15:26,403,118.2900009
03-10-2016,365,54.59000015
11/24/2017 19:11,1357,191.8699951
12-10-2016,502,225
10/26/2016 6:25,502,220
10/19/2016 6:36,627,173.9600067
11-06-2016,627,169.9600067
9/29/2016 16:27,502,210
09-03-2016,502,207.5
11-07-2016,502,207.5
11-12-2016,502,207.5
11/26/2016 12:30,502,205
12-09-2016,502,205
10-02-2016,502,205
10/20/2016 21:30,502,200
10-06-2016,627,149.9600067
12/19/2016 9:30,502,187.5
09-02-2016,906,124.9499969
10-11-2016,885,118.6999969
10-11-2016,886,118.0800018
10/27/2016 0:59,926,74.34999847
10-05-2016,924,67.16000366
12/28/2016 18:46,825,131.1600037
09-01-2016,977,119.9599991
12-02-2016,116,186.7100067
10-08-2016,191,474.9500122
8/30/2016 2:49,365,299.9500122
10/18/2016 14:29,627,165.9600067
8/29/2016 10:42,502,200
12/29/2016 13:20,818,196.7599945
10/13/2015 22:53,44,284.9500122
9/29/2016 4:11,235,174.9499969
08-10-2015,191,494.9500122
8/14/2015 16:40,273,137.1499939
08-10-2015,191,489.9500122
7/29/2017 19:42,191,484.9500122
09-05-2017,191,484.9500122
6/28/2017 22:43,191,484.9500122
6/15/2015 10:27,282,155.1499939
07-06-2017,191,479.9500122
09-05-2017,191,479.9500122
11/17/2016 2:32,191,474.9500122
7/15/2017 3:15,191,474.9500122
9/13/2017 7:01,191,474.9500122
10-03-2015,235,166.1999969
10-03-2015,235,165.3300018
09-02-2017,359,464.9500122
11/16/2016 10:04,191,454.9500122
3/13/2017 21:18,365,101.9800034
06-01-2017,365,101.9800034
2/21/2017 5:12,365,99.58000183
04-06-2017,365,99.58000183
1/27/2017 2:16,365,99.58000183
02-12-2015,502,100
03-05-2017,502,100
05-05-2017,502,99
4/19/2015 4:03,627,79.18000031
3/20/2015 1:17,502,97
5/22/2017 1:56,502,96
5/18/2017 12:26,627,76.77999878
2/20/2015 11:29,627,75.98000336
05-04-2015,627,75.98000336
2/19/2017 7:19,502,95
1/30/2015 9:14,565,132.3000031
3/26/2017 23:33,567,46.5
02-06-2017,502,93
3/31/2017 16:43,502,93
4/24/2017 3:43,627,72.77999878
3/31/2017 14:58,627,71.98000336
3/28/2015 0:13,627,71.98000336
3/22/2015 16:21,502,90
01-06-2015,627,71.98000336
02-03-2017,502,90
1/27/2015 0:39,502,90
5/30/2017 11:22,627,70.37999725
04-09-2015,502,88
03-07-2015,502,87
5/22/2015 7:20,502,85
06-07-2017,627,66.37999725
2/16/2017 0:50,572,65.58000183
02-06-2017,627,65.58000183
03-10-2015,627,65.58000183
2/21/2015 15:31,502,82
2/16/2017 0:50,502,80
03-06-2017,502,80
04-09-2015,627,59.99000168
02-06-2017,627,59.99000168
5/31/2017 2:47,502,75
05-04-2015,825,63.34000015
3/25/2015 8:49,905,47.22999954
5/16/2015 21:00,804,35.97999954
4/29/2015 3:41,822,84.45999908
01-12-2018,1360,262.2000122
01-12-2018,1360,245.8099976
01-12-2018,1360,327.75
01-12-2018,1360,324.4700012
01-12-2018,1360,321.2000122
01-12-2018,1360,317.9200134
01-12-2018,1360,314.6400146
01-12-2018,1360,311.3599854
01-12-2018,1360,309.7200012
01-12-2018,1360,304.8099976
01-12-2018,1360,298.25
01-12-2018,1360,294.980011
01-12-2018,1360,288.4200134
01-12-2018,1360,285.1400146
01-12-2018,1360,278.5899963
01-12-2018,1360,275.3099976
01-12-2018,1360,272.0299988
01-12-2018,1360,268.7600098
01-12-2018,1360,262.2000122
01-12-2018,1360,245.8099976
01-12-2018,1360,327.75
01-12-2018,1360,324.4700012
01-12-2018,1360,321.2000122
01-12-2018,1360,317.9200134
01-12-2018,1360,314.6400146
01-12-2018,1360,311.3599854
01-12-2018,1360,309.7200012
01-12-2018,1360,304.8099976
01-12-2018,1360,298.25
01-12-2018,1360,294.980011
01-12-2018,1360,288.4200134
01-12-2018,1360,285.1400146
01-12-2018,1360,278.5899963
01-12-2018,1360,275.3099976
01-12-2018,1360,272.0299988
01-12-2018,1360,268.7600098
01-12-2018,1360,262.2000122
01-12-2018,1360,245.8099976
01-12-2018,1360,327.75
01-12-2018,1360,324.4700012
01-12-2018,1360,321.2000122
01-12-2018,1360,317.9200134
01-12-2018,1360,314.6400146
01-12-2018,1360,311.3599854
01-12-2018,1360,309.7200012
01-12-2018,1360,304.8099976
01-12-2018,1360,298.25
01-12-2018,1360,294.980011
01-12-2018,1360,288.4200134
01-12-2018,1360,285.1400146
01-12-2018,1360,278.5899963
01-12-2018,1360,275.3099976
01-12-2018,1360,272.0299988
01-12-2018,1360,268.7600098
01-12-2018,1360,262.2000122
01-12-2018,1360,245.8099976
01-12-2018,1360,327.75
01-12-2018,1360,324.4700012
01-11-2018,1360,321.2000122
01-11-2018,1360,317.9200134
01-11-2018,1360,314.6400146
01-11-2018,1360,311.3599854
01-11-2018,1360,309.7200012
01-11-2018,1360,304.8099976
01-11-2018,1360,298.25
01-11-2018,1360,294.980011
01-11-2018,1360,288.4200134
01-11-2018,1360,285.1400146
01-11-2018,1360,278.5899963
01-11-2018,1360,275.3099976
01-11-2018,1360,272.0299988
01-11-2018,1360,268.7600098
01-11-2018,1360,262.2000122
01-11-2018,1360,245.8099976
01-11-2018,1360,327.75
01-11-2018,1360,324.4700012
01-11-2018,1360,321.2000122
01-11-2018,1360,317.9200134
01-11-2018,1360,314.6400146
01-11-2018,1360,311.3599854
01-11-2018,1360,309.7200012
01-11-2018,1360,304.8099976
01-11-2018,1360,298.25
01-11-2018,1360,294.980011
01-11-2018,1360,288.4200134
01-11-2018,1360,285.1400146
01-11-2018,1360,278.5899963
01-11-2018,1360,275.3099976
01-11-2018,1360,272.0299988
01-11-2018,1360,268.7600098
01-11-2018,1360,262.2000122
01-11-2018,1360,245.8099976
01-11-2018,1360,327.75
01-11-2018,1360,324.4700012
01-11-2018,1360,321.2000122
01-11-2018,1360,317.9200134
3/28/2015 0:55,502,120
2/15/2015 16:13,502,112.5
12/23/2016 21:03,191,254.9700012
3/18/2016 8:50,627,113.9700012
12/31/2016 15:47,191,254.9700012
02-10-2016,365,178.1699982
11/28/2016 1:18,365,172.7700043
04-01-2016,365,170.0700073
11/19/2015 5:51,365,163.7700043
01-10-2016,365,152.9700012
04-01-2016,502,150
11/30/2015 2:09,627,95.98000336
1/31/2016 13:38,917,65.30999756
2/17/2016 23:35,924,35.97999954
7/25/2016 14:47,365,156.5700073
4/13/2016 10:12,116,114.7200012
5/20/2016 12:25,191,293.9700012
07-03-2016,191,278.9700012
07-03-2016,365,152.9700012
5/22/2016 14:10,502,145.5
08-08-2016,502,139.5
11/20/2016 21:38,191,335.9700012
10/15/2016 12:55,835,122.8399963
7/22/2015 17:56,191,395.9599915
09-07-2015,276,126.6800003
6/15/2015 5:54,191,391.9599915
08-04-2017,365,227.9600067
09-08-2015,365,201.5700073
07-07-2015,365,201.5700073
6/24/2015 5:21,502,200
9/24/2017 13:08,627,156.7599945
10/29/2016 18:30,502,190
08-04-2017,502,189
7/20/2015 11:58,502,186
12/25/2016 8:26,627,145.5599976
10-11-2015,502,180
7/22/2017 7:16,627,127.9700012
12/25/2016 8:26,893,84.97000122
1/27/2017 18:23,191,395.9599915
4/30/2017 3:21,191,339.9700012
04-07-2017,191,335.9700012
2/15/2017 14:40,365,239.9600067
05-07-2017,365,203.9700012
04-01-2017,365,201.5700073
3/15/2015 14:05,502,189
2/15/2017 14:40,627,135.9700012
3/21/2017 7:37,502,170
03-01-2017,823,203.8000031
11-07-2015,885,94.45999908
11/28/2016 1:18,365,227.9600067
04-01-2016,365,215.9600067
10/30/2016 3:37,365,196.7700043
12/26/2015 23:29,627,153.5599976
12/31/2016 15:47,502,192
12-01-2015,627,151.9600067
11/16/2015 16:53,502,189
11-11-2015,627,131.1699982
10/25/2016 14:39,502,164
12/19/2015 15:58,885,95.95999908
7/25/2016 14:47,502,166
4/13/2016 14:24,282,126.6800003
07-05-2016,365,208.7700043
07-06-2016,365,191.9700012
04-10-2016,365,179.9700012
6/13/2016 10:17,365,179.9700012
07-06-2016,365,179.9700012
08-08-2016,627,145.5599976
08-08-2016,502,170
12-07-2016,191,434.9599915
12-08-2016,502,227.5
9/16/2015 15:24,191,499.9500122
8/19/2015 3:10,191,439.9599915
6/27/2015 18:29,365,290.9500122
8/25/2017 10:44,365,248.9600067
07-11-2015,365,248.9600067
8/29/2015 0:42,365,245.9600067
8/19/2015 3:10,572,195.9499969
08-07-2017,502,227.5
7/30/2015 23:31,502,225
7/20/2015 11:58,502,225
9/19/2017 7:43,627,179.9600067
08-07-2017,502,225
8/25/2017 10:44,502,212.5
08-10-2017,502,212.5
6/24/2015 5:21,565,290.5
7/22/2015 17:56,502,205
1/17/2017 18:23,804,96.94999695
02-06-2017,502,240
2/15/2017 14:40,282,158.3500061
9/16/2017 0:32,203,351.9899902
8/14/2015 2:18,191,86.98999786
7/13/2015 0:57,273,23.51000023
11-07-2017,1353,461.480011
7/13/2015 3:24,403,129.9900055
9/16/2017 0:32,364,299.9899902
10-02-2017,403,129.9900055
8/13/2017 22:39,403,129.9900055
08-08-2017,403,129.9900055
08-05-2015,403,129.9900055
11-05-2016,365,59.38999939
11-05-2017,1353,456.8699951
7/22/2017 19:53,403,128.6900024
10-08-2015,403,128.6900024
9/20/2015 21:00,403,128.6900024
06-08-2015,403,128.6900024
9/21/2017 4:33,403,128.6900024
8/14/2015 2:18,403,128.6900024
11-06-2017,1353,456.8699951
10-02-2017,403,128.6900024
8/13/2017 22:39,403,128.6900024
09-05-2015,403,128.6900024
12/25/2016 23:09,365,58.79000092
8/29/2015 1:24,403,127.3899994
06-08-2015,403,127.3899994
08-07-2015,365,58.79000092
9/20/2015 19:36,403,126.0899963
06-08-2015,403,126.0899963
07-06-2015,365,58.18999863
08-02-2015,403,126.0899963
06-10-2015,403,126.0899963
8/15/2017 17:24,403,124.7900009
9/18/2015 23:06,403,124.7900009
09-06-2015,403,124.7900009
7/23/2015 21:57,403,124.7900009
06-10-2015,403,124.7900009
7/18/2015 17:14,365,56.99000168
10-09-2016,403,122.8399963
07-10-2015,365,56.68999863
07-04-2015,403,122.8399963
8/30/2017 0:02,403,122.8399963
07-05-2017,403,122.8399963
10-04-2015,403,122.8399963
10/14/2015 5:54,403,120.8899994
08-06-2017,403,120.8899994
10-10-2015,403,120.8899994
08-06-2017,403,118.2900009
10/21/2015 4:19,403,118.2900009
9/24/2015 7:41,403,118.2900009
9/17/2015 23:17,403,118.2900009
10/17/2015 6:25,403,118.2900009
06-02-2015,403,118.2900009
08-01-2017,403,116.9899979
08-11-2015,403,116.9899979
7/25/2015 6:53,403,116.9899979
08-01-2015,365,53.99000168
07-05-2015,365,53.99000168
11/28/2016 3:24,403,114.3899994
9/22/2017 20:09,403,114.3899994
08-04-2015,403,114.3899994
8/27/2017 10:22,403,114.3899994
07-02-2015,403,114.3899994
9/15/2017 10:10,403,114.3899994
9/29/2015 9:36,403,113.0899963
9/19/2015 9:58,403,113.0899963
8/26/2015 22:57,403,113.0899963
08-04-2015,403,113.0899963
7/14/2015 18:17,403,113.0899963
6/25/2017 18:00,365,52.18999863
07-03-2017,403,113.0899963
9/17/2017 8:46,403,113.0899963
9/15/2017 10:10,403,113.0899963
6/13/2015 14:39,403,113.0899963
8/28/2016 16:50,365,50.99000168
9/29/2015 9:36,403,110.4899979
7/14/2015 18:17,403,110.4899979
07-03-2017,403,110.4899979
10/19/2017 11:10,1350,303.5400085
9/16/2017 0:32,403,110.4899979
8/31/2015 13:19,403,110.4899979
08-01-2015,403,110.4899979
07-05-2015,403,110.4899979
8/16/2015 16:40,403,109.1900024
7/14/2015 18:17,403,109.1900024
10/20/2015 23:45,403,109.1900024
6/29/2015 20:56,365,50.38999939
11-06-2017,1353,387.6400146
8/26/2017 13:21,403,109.1900024
07-05-2015,403,109.1900024
10-06-2016,403,107.8899994
2/20/2017 13:05,365,283.4500122
2/13/2017 16:05,365,272.9500122
4/20/2017 8:59,365,269.9599915
3/17/2015 5:19,365,263.9599915
5/14/2015 3:29,365,263.9599915
03-06-2015,365,260.9599915
5/17/2015 7:52,365,254.9600067
5/17/2015 4:42,365,251.9600067
05-01-2017,365,248.9600067
03-07-2017,365,224.9600067
1/25/2017 8:34,627,199.9499969
03-04-2015,502,250
6/14/2017 11:53,627,199.9499969
1/30/2015 3:59,502,247.5
2/21/2017 1:42,565,346.5
4/14/2017 6:32,502,245
1/24/2017 7:21,567,122.5
3/18/2017 18:18,627,195.9499969
2/24/2017 11:41,627,195.9499969
5/15/2017 15:25,502,240
05-03-2015,502,240
4/29/2015 13:29,502,240
06-03-2017,502,237.5
02-02-2015,502,236.25
2/21/2015 11:18,572,179.9600067
02-05-2015,627,173.9600067
3/16/2017 9:33,502,217.5
04-12-2017,502,217.5
5/28/2015 14:41,502,217.5
02-01-2017,502,212.5
05-10-2015,502,212.5
1/21/2015 5:13,627,169.9600067
5/14/2017 13:09,627,167.9600067
05-10-2015,502,210
4/25/2017 14:45,627,163.9600067
2/20/2017 0:50,502,200
3/23/2017 3:25,565,280
4/13/2017 22:07,818,239.9499969
05-08-2015,897,122.4499969
1/17/2015 2:46,818,230.3500061
1/27/2015 5:13,886,118.0800018
1/24/2015 20:06,905,113.6999969
2/21/2017 1:42,924,71.95999908
5/28/2015 14:41,893,104.9599991
04-01-2015,365,284.9500122
06-01-2017,365,272.9500122
01-09-2015,365,269.9599915
04-01-2017,365,254.9600067
04-06-2015,365,245.9600067
05-01-2017,365,224.9600067
2/22/2015 21:38,627,193.9499969
02-02-2017,502,240
05-09-2017,502,225
3/28/2015 9:20,565,315
02-09-2017,502,220
5/13/2015 6:49,564,123
6/15/2017 13:27,502,200
3/28/2015 9:20,627,149.9600067
02-09-2016,191,449.9599915
12/23/2015 22:37,191,424.9599915
3/30/2016 15:07,191,374.9599915
3/25/2016 14:57,37,153.9600067
1/13/2016 16:48,282,159.9499969
3/22/2016 12:20,172,150
11-02-2015,191,474.9500122
10/28/2016 7:28,191,472.4500122
03-09-2016,191,464.9500122
9/16/2016 10:20,191,464.9500122
12/15/2015 15:58,191,414.9599915
9/27/2016 21:00,276,131.1600037
11/29/2016 10:14,191,399.9599915
11-06-2015,365,283.4500122
12-05-2015,365,283.4500122
11/29/2015 23:21,365,254.9600067
01-07-2016,365,254.9600067
11/18/2016 10:04,365,254.9600067
9/14/2016 16:38,365,254.9600067
12-09-2015,365,251.9600067
02-03-2016,365,248.9600067
11-02-2015,365,248.9600067
02-07-2016,365,245.9600067
2/23/2016 7:28,627,197.9499969
11/17/2016 5:41,502,247.5
11/29/2016 10:14,502,245
11/17/2015 17:46,627,191.9499969
01-03-2017,502,237.5
10/13/2016 6:58,502,237.5
11-06-2015,502,236.25
11-06-2015,502,232.5
1/16/2016 14:10,502,232.5
10-10-2016,191,331.9700012
12/24/2016 14:13,191,331.9700012
09-06-2016,365,218.3600006
11/27/2016 17:56,365,218.3600006
11-03-2016,365,211.1600037
10/17/2016 23:25,365,211.1600037
01-09-2017,365,203.9700012
12/22/2016 18:26,365,201.5700073
11/30/2016 18:27,627,158.3600006
10/22/2016 12:23,627,158.3600006
09-03-2016,502,194
8/29/2016 20:10,502,186
11-03-2016,502,180
09-01-2016,627,139.1699982
9/19/2016 6:18,627,139.1699982
10/14/2016 3:59,502,166
9/23/2016 13:39,502,166
01-09-2017,627,132.7700043
11/30/2016 11:06,502,164
12/14/2016 19:50,810,67.16999817
10-08-2016,116,170.9600067
8/30/2016 2:28,191,387.9599915
11-02-2016,365,191.9700012
10-10-2016,502,176
12/19/2016 10:54,627,139.1699982
11/29/2016 8:07,565,235.1999969
11/24/2016 6:33,627,131.1699982
11-02-2016,502,160
8/30/2016 2:28,821,205.8800049
7/27/2017 5:41,191,319.9700012
7/14/2015 2:31,365,235.1600037
07-05-2017,365,230.3600006
7/23/2015 11:06,365,211.1600037
11/15/2016 2:11,365,208.7700043
8/31/2015 3:51,365,196.7700043
07-06-2017,365,179.9700012
09-04-2017,502,198
07-11-2017,627,151.9600067
10/14/2015 17:07,502,189
8/13/2017 5:50,502,186
07-06-2017,502,180
09-11-2015,502,180
7/14/2015 2:31,627,143.9600067
9/24/2015 4:52,502,166
09-04-2017,627,131.1699982
09-01-2017,502,164
09-01-2017,502,160
12-04-2016,905,89.95999908
08-11-2015,93,90.95999908
06-02-2015,44,199.1699982
06-02-2015,191,399.9599915
7/26/2017 11:28,191,387.9599915
7/21/2017 21:07,191,383.9599915
10-07-2015,191,379.9599915
09-05-2017,191,379.9599915
08-11-2017,191,377.9599915
8/28/2015 21:54,191,363.9599915
6/22/2015 13:25,282,116.4400024
10/13/2015 1:10,191,359.9599915
12/27/2016 9:50,278,158.3600006
8/22/2015 17:43,191,351.9599915
09-11-2015,191,351.9599915
10-12-2015,191,347.9700012
07-05-2017,191,339.9700012
6/20/2015 9:34,191,335.9700012
9/17/2017 16:07,191,327.9700012
7/18/2015 11:59,191,319.9700012
06-01-2015,365,239.9600067
07-10-2017,365,239.9600067
7/16/2017 4:08,365,235.1600037
6/25/2017 7:08,365,232.7599945
07-05-2017,365,232.7599945
06-08-2015,365,230.3600006
08-03-2015,365,230.3600006
8/24/2017 18:37,365,230.3600006
08-06-2015,365,230.3600006
12/28/2016 12:28,365,230.3600006
6/30/2015 21:28,365,226.7599945
8/19/2017 22:39,365,226.7599945
7/31/2017 23:33,365,223.1600037
08-12-2017,365,223.1600037
10/16/2015 0:38,365,218.3600006
9/13/2017 1:04,365,218.3600006
9/13/2017 1:04,365,215.9600067
9/17/2017 16:07,365,211.1600037
09-09-2017,365,211.1600037
11/15/2016 1:50,365,203.9700012
6/28/2017 12:13,365,203.9700012
06-02-2015,365,201.5700073
9/23/2015 20:28,365,196.7700043
09-04-2015,365,196.7700043
12/28/2015 11:34,403,118.2900009
11-11-2015,403,118.2900009
1/25/2016 7:20,403,118.2900009
11/17/2015 17:04,403,118.2900009
1/26/2018 19:16,1363,196.3999939
02-04-2016,403,118.2900009
03-03-2016,403,118.2900009
3/24/2016 11:38,403,118.2900009
12/22/2017 20:12,1350,324.9599915
12/25/2015 11:24,403,118.2900009
12/20/2015 16:29,365,54.59000015
1/27/2016 12:14,403,118.2900009
12-05-2015,403,118.2900009
11/16/2015 4:59,403,118.2900009
11/17/2016 4:59,403,118.2900009
09-09-2016,403,116.9899979
01-09-2017,403,116.9899979
12/28/2015 11:34,403,116.9899979
11/16/2015 18:38,403,116.9899979
